제목,본문,목표가,투자의견,작성일,증권사
실리콘 흑자폭 확대로 2025년 사상 최대 실적..,"경쟁사의 실리콘 EBITDA 흑자 전환과 가격 인상 움직임
7/12일 노르웨이 Elkem은 모든 지역에서 판매량이 증가하면서 실리콘의 매출액이 QoQ +13% 증가했고, EBITDA는 흑자전환 했다고 밝혔다. 이로 인해, 주가는 DoD +12% 급등했다. 중국의 실록산 Capa는 2023년 270만톤에서 2024년 330만톤으로 YoY +22% 증가해 여전히 2024년에도 공급 부담이 높다. 하지만, 회사는 중국 건설 관련 수요가 여전히 약한건 사실이나, 자동차 판매량이 5월 누적 YoY +7% 증가하며 회복의 시그널이 보이기 시작했다고 언급했다. 실제, 중국 DMC 생산량은 2023년 하반기 월 17만톤 수준이었으나 5월 기준 21만톤 수준으로 약 20% 증가하고, 가동률도 75% 수준에서 80%를 상회하기 시작했다. 또한 회사는 유럽/미국의 수요 회복세를 예상했다. 이를 반영해 경쟁사인 Shin-Etsu가 글로벌 가격을 6월에 10% 인상했고, Elkem 또한 이에 동참할 계획을 밝혔다. KCC는 이미 고부가 제품군에서의 판매량 증가로 1Q24 실리콘 매출액이 QoQ +8% 증가해 약 2년 만에 처음으로 QoQ 회복기에 진입했고, 영업이익은 흑자전환 했다. Elkem의 실적 개선과 ShinEtsu의 가격 인상 움직임을 감안할 때, OPM 적자인 범용 실리콘에서도 개선이 나타나면서 실리콘 전체적으로 추가 흑자 확대가 예상된다. 하나증권은 KCC의 실리콘 영업이익이 1Q24 27억원에서 2Q24 83억원(OPM +1%)으로 개선될 것으로 추정한다.","380,000",Buy,24.07.15,하나증권
생보사를 하나 담아야 한다면,"2Q24E 지배지분순이익 6,036 억원(+126% YoY) 전망
삼성생명의 2Q24E 지배지분순이익은 6,036 억원(+126% YoY)으로 컨센서스를 상회할 것으로 예상한다. 별도 기준 보험손익은 4,019 억원(-7.6% YoY)으로 견조한 CSM 상각이익, 예실차 손익 개선 등을 바탕으로 안정적인 이익 흐름이 지속될 것으로 예상한다. YoY 로 감익이 일부 예상되지만 가이드라인 반영에 따른 RA 해제이익의 감소 영향이 주요 요인인 만큼 실질적인 이익 체력 측면에서는 점진적인 개선 추세가 지속되고 있다고 판단한다. 신계약의 경우에도 건강보험을 중심으로 안정적인 판매가 지속되고 있으며 단기납 종신 비중 감소 등에 따라 전반적인 마진 개선이 동시에 나타나며 안정적으로 분기별 약 8 천억원 수준의 신계약 CSM 확보가 이뤄지고 있다고 판단한다. 투자손익의 경우에는 1Q24 부터 소멸계약의 회계처리 방법 변경에 따른 보험금융비용 감소, 금리 하락/지수 상승에 따른 평가처분손익 개선 등 영향으로 일반계정 기준 1,608 억원(흑전 YoY)을 기록할 것으로 예상한다. 2Q23 중 대규모 교체매매로 인한 처분손실과 관련된 기저효과를 감안하더라도 경상적으로 양호한 이익 체력이 지속되고 있다고 판단한다.","110,000",매수,24.07.15,SK증권
"송전 다음은 배전, MSCI편입이슈까지!","2Q24 Preview: 샹향된 컨센서스에 부합하는 실적 전망
2Q24 매출액 1 조 2,090 억원(YoY +0.6%), 영업이익 930 억원(YoY -11.6%, OPM 7.7%)를 전망한다. 최근에 상향된 영업이익 컨센서스 928 억원에 부합하는 실적을 예상한다. 삼성전자 텍사스 신규 반도체 공장으로 배전반 잔여물량이 납품되면서 2Q24 실적에 인식될 예정이다. 배전반은 전력 사업부(구 전력인프라) 매출액으로 인식된다.","300,000",매수,24.07.16,SK증권
방산 수출 확대에 더해지는 철도 수주,"2분기 영업이익 900억원, 컨센서스 상회 전망
2분기 매출액 1조 624억원(yoy +7.7%), 영업이익 900억원(yoy +33.8%, OPM 8.5%)를 달성하며 시장 기대치를 상회할 것으로 전망한다. 디펜스솔루션 부문에서 폴란드향 K2 전차 진행 매출이 늘어나면서 실적 개선을 이끌 것으로 추정한다. 올해 납품 예정인 K2 전차 물량은 56대로 지난해 18대 대비 큰 폭으로 확대되었다. 또한 25년 납품 예정인 96대의 물량에 대해서도 하반기에 일부 물량은 생산이 시작되면서 매출로 인식될 것으로 전망한다. 1Q24 매출에 반영된 K2 전차는 7대로 추정되고 있어 하반기로 갈수록 실적 개선 폭은 확대될 것으로 기대한다. 올해 레일솔루션 부문의 부진은 지속될 것으로 예상하지만 하반기부터 실적 감소 폭은 축소될 것으로 판단한다. 에코플랜트 부문은 점차 캡티브 수주가 둔화될 것으로 전망한다.","57,000",Buy,24.07.16,키움증권
미국이 견인한 호실적 예상,"2Q24F Pre: 영업이익 4.3조원으로 양호한 실적 기대
2Q24F 매출액은 45.4조원(+7.5% 이하 YoY), 영업이익 4.3조원(+2%)으로 호실적을 예상한다. 자동차 판매대수(중국 제외)는 전년 수준에 부합하며 +1.3% 소폭 성장했다. Non-US의 판매 부진을 미국(+13.4%)이 상쇄하며 호실적을 견인했다. RV 비중의 지속적인 상승과 함께 HEV 비중도 11.9%(+2.8%p)로 확대되며 믹스 효과를 이끌었다. 2Q24 환율도 1,371원(+4.3%)으로 마감하며 우호적인 환경을 지속 중이다. 비록 북미 인센티브가 분기 단순 평균 3,130달러(+112%) 수준으로 상승했지만 둔화세를 보이고 있다. 그럼에도 ASP는 전년 대비 +11% 상승하며 상쇄 가능할 전망이다.","340,000",매수,24.07.16,DS투자증권
2분기부터 다시 시작되는 성장세,"2분기 영업이익 2,287억원, 컨센서스 상회 전망
2분기 매출액은 2조 5,253억원(yoy +32.4%), 영업이익 2,287억원(yoy +175.7%, OPM 9.1%)를 달성하며 시장 기대치를 상회할 것으로 전망한다. 폴란드 현지 언론보도에 따르면 4월 천무 18대, 6월 K9 6문, 천무 12대가 폴란드에 인도되면서 2분기에 천무 30대, K9 6문을 납품한 것으로 파악된다. 인도시점과 현지 정부의 승인까지 시차를 감안하더라도 상당 부분이 2분기 실적에 반영되면서 실적 개선을 이끌 것으로 기대한다. 항공우주 부문은 민수 항공기의 회복세로 매출은 소폭 성장할 것으로 기대되나 수익성 개선은 GTF RSP 손실로 정체된 상황으로 추정한다. 자회사인 한화시스템과 한화비전은 1Q24에 이어 업황 호조가 지속됨에 따라 호실적을 기록할 것으로 전망한다.","340,000",Buy,24.07.16,키움증권
현실과 이상의 괴리,"- 2분기 매출액은 6,550억원(+5.5%yoy), 영업이익은 643억원(-20.9%yoy)으로 시장 컨센서스 하회 전망
- TXT, 세븐틴, 뉴진스 등 주요 아티스트의 컴백과 신인 아티스트의 괄목할 만한 성장이 외형을 견인했지만, 1) ‘별이 되어라2’ 흥행 부진에 따른 프로모션 비용, 2) 미국 현지 걸그룹 캣츠아이 관련 제작 비용 등이 반영되며 비용 부담이 높아진 가운데 3) 뉴진스 일본 팬미팅이 순매출로 인식되며 이익 단에서는 부진할 것으로 전망
- 2분기 실적을 포함해 연간 실적 추정치를 하향함에 따라 목표주가를 290,000원으로 6.5% 하향 조정함. 상반기 연속으로 이어지는 부진한 실적과 끝나지 않은 어도어 이슈의 영향으로 당분간 주가 상승폭 제한적일 것으로 전망하지만, 그럼에도 저연차 아티스트의 성장세가 눈에 띄게 두드러지고 있는 점 긍정적이며 연내 위버스 구독모델 도입에 따른 외형 성장 기대됨. 부진했던 상반기를 커버하듯 하반기에는 더 활발한 아티스트 활동 이어질 것으로 예상하며 내년 하반기에는 BTS 완전체 활동이 이어지며 다시 견조한 이익 체력 증명할 것으로 전망","290,000",Buy,24.07.16,유진투자증권
무거워진 어깨,"2Q24 Preview: 콘텐츠 자회사 부진
매출액 2.0 조원(+5.2% YoY), 영업이익 1,256 원(+11.0% YoY), 지배주주순이익 886 억원(+58.0% YoY)으로 영업이익은 최근 낮아진 컨센서스에 부합할 것으로 예상된다. 광고형 매출(+9.1% QoQ)은 P, Q 모두 성장하는 메시지 광고가 견인, 거래형 매출(-6.7% QoQ)은 성수기 효과가 예상대비 약했다. 콘텐츠 매출은 1.0 조원(+1.4% QoQ)으로 게임, 에스엠이 예상대비 저조했고, 일본 내 경쟁 심화에 따라 스토리 관련 마케팅비 집행이 컸다.","62,000",매수,24.07.16,SK증권
천천히 날아오를 준비 중,"2분기 영업이익 512억원, 컨센서스 하회 전망
2분기 매출액 8,585억원(yoy +17.0%), 영업이익 512억원(yoy +510.6%, OPM 6.0%)을 달성하며 시장 기대치를 하회할 것으로 전망한다. 올해 5월 중으로 완료될 것으로 예상되었던 이라크 기지재건 사업의 마무리가 이라크 정부의 승인을 받지 못하며 지연된 것으로 파악된다. 또한, 2분기 납품 예정이었던 TA-50이 엔진 입고 지연으로 1대분의 납품이 이연될 것으로 추정한다. 엔진 입고 지연에 따라 폴란드향 FA-50 진행 매출 인식도 일부 차질이 있을 것으로 예상한다. 여전히 우호적인 환율 여건과 민수 항공 부문의 회복세가 지속되며 기체부품 사업 부문은 실적 개선이 나타날 것으로 판단한다","72,000",Buy,24.07.16,키움증권
수익성 개선의 눈높이 조절,"2Q24 Pre: 매출액 2.4조원으로 2분기 최대 매출 예상
2Q24F 매출액 2.4조원(+0.8% 이하 YoY), 영업이익은 880억원(-38.7%)으로 2분기 최대 매출 달성을 전망한다. 주요 고객사(Ford, VW, BMW)의 생산 불륨 감소로 물량 효과 기대는 제한적이다. 전방 수요 둔화 영향으로 연중 진행되는 고객사로부터의 보전 협상은 연말로 지연이 불가피할 것으로 예상한다. 다만, 기존에 제시했던 인원 감축(연내 1,000명)은 마무리되는 수순이다. 2Q24 물류비도 2.5%(-0.2%p)로 전년 대비 정상화되었을 것으로 예상한다.","6,000",매수,24.07.16,DS투자증권
아직은 전년대비 증익,"목표주가 24,000원, 투자의견 매수 유지
한국전력 목표주가 24,000원, 투자의견 매수 유지한다. 2분기 실적은 시장 기대치를 하회할 전망이다. 분기 매출 규모가 20조원대로 늘어났기 때문에 작은 가정치 변화에도 영업이익 변화폭이 확대된 점을 감안할 필요가 있다. 아직은 2023년 11월 이뤄진 요금 인상 효과로 전년대비 증익 가능성은 충분하다. 하지만 투자비 증분을 감당하기에는 아직 이익 레벨이 낮은 상황이다. 현재 추정치 수준에서 외부 자금 조달이 불가피하고 경우에 따라 연간 기준 별도 자본 감소도 동반될 여지가 있다. 따라서 2023년과 마찬가지로 연내 요금 인상을 기대 해볼 수 있는 상황으로 간주된다. 2024년 추정치 기준 PBR 0.3배다.","24,000",Buy,24.07.16,하나증권
기승전 밸류업,"안정적 실적 개선 전망
최근 동사의 실적 성장이 두드러졌다. 매출액 증가와 이익률 개선이 동시에 이루어지면서 이익 레벨이 한 차례 높아진 가운데, 향후에도 안정적 사업 포트폴리오를 바탕으로 견조한 실적이 지속될 전망이다.
1) 건설: 건설 부문은 안정적 실적이 지속될 것으로 예상한다. 하이테크 부문 수주는 작년 12.2조 원에서 올해 8.3조 원으로 줄어들 전망이나 신사업 수주를 본격적으로 늘려(0.2→2.4조 원) 지속 가능한 성장 체계를 구축해나갈 계획이다. 기존 사업은 수익성 중심의 사업 기조를 이어가는데, 수주가 국내외 고르게 분포되어 있고 주택 사업도 재개발재건축에 집중돼있어 관련 리스크가 제한적인 점이 긍정적이다.
2) 건설 외: 건설 외 사업부의 이익 기여도도 점차 높아지고 있다. 그중 삼성바이오로직스의 실적 성장이 가장 두드러지는데, 지난 1분기에도 1분기 기준 역대 최대 매출 및 영업이익을 기록했으며, 향후에도 4공장 가동률 상승, 5공장 준공('25.4 가동 목표), 5~8공장 증설, 신사업 확대 계획 감안 시 꾸준한 성장이 기대된다. 이 외에 상사, 패션, 레저, 식음 사업부도 사업 경쟁력 강화 및 수익성 제고 등의 노력으로 일제히 이익률 개선이 이루어지고 있다.","200,000",Buy,24.07.16,한화투자증권
"2Q24 Preview, 수확이 아닌 투자의 시기","2분기 기대치 하회 예상
동사는 2분기 매출액 약 12.4조(YoY -15%, QoQ +6%), 영업이익 2895억원(YoY -53%, QoQ +9%)로 Consensus 4663억원을 하회할 전망이다. 동사 연결기준 2분기 영업이익 67%를 차지하는 것으로 예상되는 LG에너지솔루션 잠정실적에서 영업이익 1953억원(Consensus 2676억원)을 발표, OPM 3%, AMPC 제외시 -4%로 다소 저조했다. 석유화학은 전기대비 소폭의 흑자전환이 예상되지만 OPM 0%대로 낙관하기 어렵다. 우리는 2~3분기 석유화학 업황이 1분기보다 소폭 개선될 것으로, 그러나 4분기 다시 약화될 것으로 예상, 석화 약세 전망을 유지한다.","350,000",MarketPerform,24.07.17,키움증권
6월 Re: 매출 공백 이슈는 어느정도 마무리,"6월 Re: 매출 공백 이슈는 어느정도 마무리
6월 법인별 단순 합산 매출액 및 영업이익은 각각 2,288억원(YoY 0.5%), 359억원(YoY 4.1%, OPM +0.6%p) 시현. 중국 매출 공백 4월 110억원 → 6월 60억원으로 축소. 러시아 일부 채널 출고 중단 이슈도 해결. 6월 매출 공백 이슈들이 어느정도 마무리. 하반기는 신제품 출시 등을 통해 매출 성장률 회복 목표","130,000",Buy,24.07.17,교보증권
중단사업 감안하면 사실상 증익,"목표주가 7,000원으로 하향, 투자의견 매수 유지
SK네트웍스 목표주가를 7,000원으로 기존대비 30% 하향하며 투자의견 매수를 유지한다. 2024년 예상 BPS에 목표 PBR 0.7배를 적용했다. 2분기 실적은 최근 낮아진 시장 기대치에 부합할 전망이다. SK렌터카 중단사업 분류에 따른 영향을 감안하면 전년대비 소폭 증익이 기대된다. 자산효율성 제고를 위해 적극적인 사업부 개편이 이뤄지고 있으며 이번 SK렌터카 매각으로 전사 이익규모는 감소가 불가피하다. 다만 매각 대금이 차입금 상환에 사용되는 기간 동안 이자비용 절감에 따른 순이익 개선이 가능하며 경우에 따라서 특별배당도 일부 기대해볼 여지가 있다. 2024년 기준 PER 19.7배, PBR 0.5배다.","7,000",Buy,24.07.17,하나증권
